"행정구역","2020년_거주자_총인구수","2020년_거주자_연령구간인구수","2020년_거주자_0~4세","2020년_거주자_5~9세","2020년_거주자_10~14세","2020년_거주자_15~19세","2020년_거주자_20~24세","2020년_거주자_25~29세","2020년_거주자_30~34세","2020년_거주자_35~39세","2020년_거주자_40~44세","2020년_거주자_45~49세","2020년_거주자_50~54세","2020년_거주자_55~59세","2020년_거주자_60~64세","2020년_거주자_65~69세","2020년_거주자_70~74세","2020년_거주자_75~79세","2020년_거주자_80~84세","2020년_거주자_85~89세","2020년_거주자_90~94세","2020년_거주자_95~99세","2020년_거주자_100세 이상","2021년_거주자_총인구수","2021년_거주자_연령구간인구수","2021년_거주자_0~4세","2021년_거주자_5~9세","2021년_거주자_10~14세","2021년_거주자_15~19세","2021년_거주자_20~24세","2021년_거주자_25~29세","2021년_거주자_30~34세","2021년_거주자_35~39세","2021년_거주자_40~44세","2021년_거주자_45~49세","2021년_거주자_50~54세","2021년_거주자_55~59세","2021년_거주자_60~64세","2021년_거주자_65~69세","2021년_거주자_70~74세","2021년_거주자_75~79세","2021년_거주자_80~84세","2021년_거주자_85~89세","2021년_거주자_90~94세","2021년_거주자_95~99세","2021년_거주자_100세 이상","2022년_거주자_총인구수","2022년_거주자_연령구간인구수","2022년_거주자_0~4세","2022년_거주자_5~9세","2022년_거주자_10~14세","2022년_거주자_15~19세","2022년_거주자_20~24세","2022년_거주자_25~29세","2022년_거주자_30~34세","2022년_거주자_35~39세","2022년_거주자_40~44세","2022년_거주자_45~49세","2022년_거주자_50~54세","2022년_거주자_55~59세","2022년_거주자_60~64세","2022년_거주자_65~69세","2022년_거주자_70~74세","2022년_거주자_75~79세","2022년_거주자_80~84세","2022년_거주자_85~89세","2022년_거주자_90~94세","2022년_거주자_95~99세","2022년_거주자_100세 이상"
"광주광역시 북구 운암3동(2917060300)","13,114","13,114","384","538","629","790","1,020","946","694","801","846","1,035","1,149","1,204","1,142","694","493","335","220","141","46","6","1","12,617","12,617","327","546","619","741","868","878","694","746","779","1,010","1,064","1,129","1,155","762","503","353","238","129","67","9","0","13,348","13,348","367","556","673","754","881","886","793","803","911","993","1,140","1,160","1,194","868","537","351","269","132","68","11","1"
"광주광역시 북구 동림동(2917061500)","23,645","23,645","1,021","1,201","1,147","1,230","1,553","1,562","1,605","2,006","1,880","1,968","1,970","1,839","1,622","1,146","824","527","316","153","60","14","1","23,309","23,309","976","1,119","1,106","1,125","1,517","1,446","1,600","1,826","1,960","1,862","2,035","1,817","1,712","1,191","844","562","352","180","57","17","5","22,788","22,788","854","1,058","1,077","1,093","1,339","1,448","1,552","1,624","2,002","1,768","2,018","1,806","1,769","1,241","871","585","426","177","59","19","2"
"광주광역시 북구 우산동(2917062000)","10,576","10,576","137","264","283","398","696","655","470","512","572","701","832","980","1,093","965","801","574","368","192","71","10","2","10,218","10,218","118","239","287","347","654","630","477","455","555","627","792","925","1,092","952","798","585","392","202","77","13","1","14,253","14,253","515","588","565","518","722","798","973","912","1,116","917","1,011","1,056","1,198","1,056","889","623","474","220","83","19","0"
"광주광역시 북구 풍향동(2917063500)","5,958","5,958","252","294","270","263","377","358","326","496","458","476","472","430","431","313","296","214","136","67","19","9","1","5,713","5,713","233","289","265","238","368","352","324","416","472","426","478","389","438","309","287","187","161","55","18","7","1","5,381","5,381","202","254","251","233","311","332","313","348","454","396","452","400","413","312","270","173","173","63","22","8","1"
"광주광역시 북구 문화동(2917065000)","18,922","18,922","731","716","654","832","1,102","1,222","1,253","1,359","1,298","1,377","1,524","1,641","1,632","1,146","977","659","448","250","84","13","4","20,849","20,849","874","790","767","862","1,192","1,351","1,450","1,550","1,463","1,444","1,654","1,734","1,834","1,277","1,009","714","502","269","90","19","4","20,155","20,155","785","709","719","834","1,109","1,273","1,402","1,396","1,431","1,368","1,607","1,673","1,839","1,306","1,026","730","558","272","97","16","5"
"광주광역시 북구 문흥1동(2917065600)","16,406","16,406","386","732","916","1,050","1,281","1,147","764","889","1,133","1,353","1,498","1,562","1,327","839","612","425","299","132","49","11","1","15,944","15,944","354","715","859","976","1,185","1,066","740","808","1,095","1,291","1,431","1,499","1,411","894","628","460","319","149","52","10","2","15,293","15,293","311","654","792","904","1,060","991","762","689","1,035","1,217","1,357","1,452","1,429","956","645","456","360","170","44","9","0"
"광주광역시 북구 문흥2동(2917065700)","16,189","16,189","456","680","694","793","1,305","1,328","917","1,093","1,149","1,273","1,346","1,282","1,267","813","672","528","354","167","61","10","1","15,673","15,673","396","580","677","729","1,195","1,291","933","999","1,091","1,194","1,303","1,239","1,317","850","663","538","407","180","77","11","3","15,189","15,189","327","491","675","702","1,096","1,271","971","829","1,087","1,156","1,234","1,232","1,315","903","650","527","443","188","70","18","4"
"광주광역시 북구 두암1동(2917066100)","7,903","7,903","111","196","291","363","567","553","411","376","431","608","683","704","729","561","542","383","239","102","39","13","1","7,742","7,742","98","166","268","318","558","580","384","359","418","534","689","668","764","571","549","394","258","115","33","15","3","7,430","7,430","85","162","243","285","521","535","386","315","394","491","645","633","741","590","543","399","284","124","40","12","2"
"광주광역시 북구 두암2동(2917066200)","16,352","16,352","336","583","655","733","1,159","1,182","836","997","1,030","1,185","1,433","1,486","1,516","1,114","866","629","352","180","66","12","2","15,973","15,973","292","536","628","660","1,051","1,168","820","877","1,050","1,080","1,358","1,518","1,568","1,141","922","631","392","193","74","13","1","15,440","15,440","257","413","594","648","937","1,099","784","803","995","1,032","1,275","1,517","1,586","1,169","957","639","448","190","80","15","2"
"광주광역시 북구 두암3동(2917066300)","13,813","13,813","194","269","362","498","813","840","638","644","675","929","1,188","1,469","1,640","1,119","916","717","523","273","90","12","4","13,345","13,345","161","256","343","421","760","795","637","602","629","822","1,123","1,352","1,654","1,200","927","721","554","269","105","11","3","12,788","12,788","126","234","308","378","661","752","623","544","569","727","1,066","1,275","1,560","1,284","923","753","588","298","105","13","1"
"광주광역시 북구 삼각동(2917066600)","14,343","14,343","440","571","760","953","1,201","1,120","802","910","1,052","1,392","1,461","1,169","935","550","441","278","176","89","33","10","0","14,081","14,081","413","523","747","878","1,124","1,070","802","854","1,033","1,279","1,391","1,268","1,003","590","450","292","202","112","40","10","0","13,605","13,605","344","483","690","869","1,012","1,031","801","765","998","1,203","1,379","1,242","1,031","646","438","298","222","107","37","9","0"
"광주광역시 북구 일곡동(2917066900)","30,427","30,427","856","1,606","2,116","2,584","2,767","1,994","1,301","1,666","2,396","3,365","3,244","2,324","1,547","783","623","550","401","215","72","16","1","29,894","29,894","738","1,528","2,057","2,414","2,568","2,026","1,327","1,577","2,268","3,129","3,329","2,403","1,711","873","654","547","414","246","68","13","4","28,859","28,859","633","1,369","1,927","2,311","2,237","2,064","1,386","1,396","2,114","2,879","3,291","2,454","1,823","974","656","518","462","263","84","15","3"
"광주광역시 북구 매곡동(2917067300)","14,083","14,083","481","728","787","949","1,070","924","759","919","1,037","1,257","1,282","1,187","923","619","415","342","217","134","45","6","2","13,812","13,812","421","689","757","909","1,011","932","768","847","1,012","1,163","1,320","1,121","994","657","416","354","241","134","55","9","2","13,523","13,523","382","632","709","866","932","896","788","778","976","1,080","1,336","1,104","1,052","700","451","345","270","148","61","14","3"
"광주광역시 북구 오치1동(2917067600)","11,271","11,271","229","435","471","586","896","968","591","672","716","931","1,085","1,057","921","600","472","315","201","78","37","8","2","10,884","10,884","219","366","439","515","785","898","640","611","718","814","1,057","1,050","963","638","470","333","222","92","43","8","3","10,371","10,371","176","303","426","495","688","838","627","512","691","733","987","1,019","965","682","500","315","254","102","48","10","0"
"광주광역시 북구 오치2동(2917067700)","12,664","12,664","236","276","325","485","900","1,048","747","724","671","899","1,121","1,358","1,309","827","644","470","348","201","60","15","0","12,479","12,479","218","280","324","423","833","1,033","781","665","673","823","1,118","1,234","1,350","902","685","474","381","196","68","18","0","11,999","11,999","192","256","308","409","714","933","800","604","688","750","1,023","1,148","1,346","960","671","461","425","213","78","18","2"
"광주광역시 북구 석곡동(2917068500)","2,634","2,634","34","37","80","71","128","121","114","101","104","140","214","331","306","244","197","169","138","70","26","8","1","2,492","2,492","33","38","69","52","116","117","116","101","92","112","193","287","311","257","202","156","135","75","25","4","1","2,397","2,397","34","31","57","50","94","112","98","94","80","124","178","267","312","256","197","150","149","80","26","7","1"
"광주광역시 북구 건국동(2917069500)","22,484","22,484","1,206","1,483","1,306","1,241","1,386","1,423","1,540","2,035","1,972","2,035","1,866","1,466","1,172","790","564","427","318","177","66","10","1","22,346","22,346","1,145","1,488","1,334","1,195","1,328","1,370","1,433","1,929","1,995","2,001","1,918","1,485","1,271","838","614","399","351","170","69","10","3","21,709","21,709","1,031","1,367","1,371","1,208","1,217","1,256","1,338","1,699","2,018","1,932","1,945","1,510","1,306","844","650","397","352","182","71","12","3"
"광주광역시 북구 양산동(2917069600)","38,094","38,094","1,826","2,168","2,005","2,155","2,604","2,608","2,533","3,434","3,207","3,433","3,214","2,643","2,269","1,378","1,013","763","463","267","89","18","4","37,876","37,876","1,696","2,108","2,028","2,059","2,504","2,651","2,548","3,161","3,278","3,291","3,269","2,687","2,394","1,489","1,053","770","508","249","106","22","5","36,949","36,949","1,504","1,951","2,002","1,972","2,356","2,505","2,410","2,918","3,214","3,163","3,328","2,743","2,430","1,595","1,068","772","608","275","103","28","4"
"광주광역시 북구 신용동(2917069700)","29,698","29,698","1,914","2,674","2,142","1,670","1,586","1,517","1,906","3,392","3,427","2,846","2,142","1,503","1,214","668","470","282","202","94","37","10","2","29,936","29,936","1,700","2,564","2,250","1,637","1,596","1,625","1,988","3,092","3,546","2,900","2,285","1,597","1,287","715","513","302","190","103","40","5","1","29,215","29,215","1,499","2,357","2,250","1,676","1,496","1,527","1,903","2,722","3,536","2,914","2,313","1,693","1,312","806","519","323","209","111","43","4","2"
