"행정구역","2023년_거주자_총인구수","2023년_거주자_연령구간인구수","2023년_거주자_0~4세","2023년_거주자_5~9세","2023년_거주자_10~14세","2023년_거주자_15~19세","2023년_거주자_20~24세","2023년_거주자_25~29세","2023년_거주자_30~34세","2023년_거주자_35~39세","2023년_거주자_40~44세","2023년_거주자_45~49세","2023년_거주자_50~54세","2023년_거주자_55~59세","2023년_거주자_60~64세","2023년_거주자_65~69세","2023년_거주자_70~74세","2023년_거주자_75~79세","2023년_거주자_80~84세","2023년_거주자_85~89세","2023년_거주자_90~94세","2023년_거주자_95~99세","2023년_거주자_100세 이상","2024년_거주자_총인구수","2024년_거주자_연령구간인구수","2024년_거주자_0~4세","2024년_거주자_5~9세","2024년_거주자_10~14세","2024년_거주자_15~19세","2024년_거주자_20~24세","2024년_거주자_25~29세","2024년_거주자_30~34세","2024년_거주자_35~39세","2024년_거주자_40~44세","2024년_거주자_45~49세","2024년_거주자_50~54세","2024년_거주자_55~59세","2024년_거주자_60~64세","2024년_거주자_65~69세","2024년_거주자_70~74세","2024년_거주자_75~79세","2024년_거주자_80~84세","2024년_거주자_85~89세","2024년_거주자_90~94세","2024년_거주자_95~99세","2024년_거주자_100세 이상","2025년_거주자_총인구수","2025년_거주자_연령구간인구수","2025년_거주자_0~4세","2025년_거주자_5~9세","2025년_거주자_10~14세","2025년_거주자_15~19세","2025년_거주자_20~24세","2025년_거주자_25~29세","2025년_거주자_30~34세","2025년_거주자_35~39세","2025년_거주자_40~44세","2025년_거주자_45~49세","2025년_거주자_50~54세","2025년_거주자_55~59세","2025년_거주자_60~64세","2025년_거주자_65~69세","2025년_거주자_70~74세","2025년_거주자_75~79세","2025년_거주자_80~84세","2025년_거주자_85~89세","2025년_거주자_90~94세","2025년_거주자_95~99세","2025년_거주자_100세 이상"
"광주광역시 북구 운암2동(2917060200)","11,221","11,221","132","249","377","397","649","789","639","546","718","775","908","992","1,143","952","705","562","427","190","57","10","4","10,896","10,896","121","231","394","417","527","715","643","514","638","741","875","939","1,089","1,000","726","599","432","220","60","11","4","10,533","10,533","123","204","357","403","481","651","588","485","580","714","818","916","1,015","1,065","780","595","436","240","68","11","3"
"광주광역시 북구 운암3동(2917060300)","13,219","13,219","362","568","646","691","811","811","802","790","945","916","1,111","1,131","1,242","947","585","383","251","149","63","14","1","13,071","13,071","329","523","652","679","745","774","816","721","930","917","1,088","1,085","1,230","1,030","610","432","259","164","71","15","1","13,736","13,736","422","577","704","755","677","730","901","795","1,020","979","1,127","1,094","1,155","1,110","680","460","282","175","74","17","2"
"광주광역시 북구 동림동(2917061500)","22,769","22,769","823","970","1,102","1,049","1,237","1,416","1,593","1,570","2,030","1,714","2,025","1,872","1,833","1,310","896","641","422","175","75","13","3","22,353","22,353","739","876","1,069","1,028","1,099","1,309","1,579","1,545","1,918","1,606","2,046","1,881","1,838","1,422","950","712","453","188","74","17","4","21,410","21,410","667","774","996","957","971","1,196","1,483","1,419","1,714","1,678","1,855","1,881","1,742","1,523","1,042","746","457","210","81","16","2"
"광주광역시 북구 우산동(2917062000)","15,648","15,648","581","692","694","587","720","839","1,101","1,036","1,318","1,035","1,089","1,142","1,214","1,163","914","692","480","241","87","22","1","15,581","15,581","555","694","725","570","671","782","1,032","1,029","1,310","1,070","1,104","1,101","1,190","1,191","922","767","491","256","97","23","1","15,316","15,316","519","695","730","610","611","742","922","1,021","1,229","1,126","1,072","1,057","1,102","1,195","996","786","502","262","110","27","2"
"광주광역시 북구 풍향동(2917063500)","5,208","5,208","165","241","251","232","280","305","286","326","444","392","442","391","402","330","270","189","163","67","24","7","1","5,118","5,118","134","234","262","207","261","300","282","306","431","399","435","409","387","334","257","208","162","77","28","4","1","4,958","4,958","106","233","246","218","240","237","279","267","398","425","415","420","360","362","262","221","144","84","38","2","1"
"광주광역시 북구 문화동(2917065000)","22,766","22,766","981","892","807","908","1,150","1,417","1,769","1,679","1,773","1,479","1,766","1,857","1,989","1,463","1,065","809","547","287","105","19","4","22,855","22,855","934","912","865","854","1,065","1,312","1,806","1,680","1,745","1,527","1,773","1,845","1,923","1,618","1,103","873","575","287","130","25","3","22,403","22,403","874","887","851","844","921","1,231","1,705","1,647","1,655","1,575","1,663","1,787","1,847","1,772","1,159","941","579","302","132","29","2"
"광주광역시 북구 문흥1동(2917065600)","15,439","15,439","281","573","814","873","996","1,016","827","693","1,032","1,138","1,399","1,468","1,486","1,070","662","513","345","194","50","9","0","15,167","15,167","253","536","756","861","919","973","833","662","960","1,100","1,363","1,401","1,468","1,183","715","537","347","220","62","16","2","14,356","14,356","193","442","744","832","831","888","767","590","826","1,066","1,260","1,324","1,364","1,217","769","575","361","227","64","15","1"
"광주광역시 북구 문흥2동(2917065700)","14,759","14,759","284","473","623","640","1,035","1,208","964","782","1,025","1,036","1,173","1,213","1,285","1,036","663","537","469","213","76","23","1","14,378","14,378","255","403","577","641","967","1,190","909","724","927","975","1,175","1,192","1,280","1,068","683","581","479","246","84","21","1","14,052","14,052","225","347","534","598","894","1,118","926","657","871","950","1,117","1,210","1,192","1,197","756","605","475","272","85","22","1"
"광주광역시 북구 두암1동(2917066100)","7,226","7,226","80","130","216","262","476","486","391","287","377","463","642","635","714","611","536","444","278","145","39","12","2","6,960","6,960","62","122","192","266","425","455","381","286","339","411","601","639","657","644","508","468","288","159","45","10","2","6,773","6,773","58","108","168","270","369","434","396","272","305","366","563","629","648","677","490","488","310","156","51","12","3"
"광주광역시 북구 두암2동(2917066200)","15,039","15,039","213","373","554","604","871","1,016","803","716","996","946","1,215","1,468","1,580","1,247","954","705","462","211","80","22","3","14,472","14,472","181","316","522","548","726","932","810","642","903","905","1,159","1,458","1,481","1,334","972","744","489","242","86","21","1","14,124","14,124","153","277","492","548","635","875","788","608","835","896","1,081","1,448","1,390","1,383","1,048","774","517","261","91","21","3"
"광주광역시 북구 두암3동(2917066300)","12,386","12,386","124","197","305","365","556","718","607","496","580","672","973","1,228","1,493","1,362","907","775","578","315","116","19","0","11,993","11,993","110","158","284","348","493","650","566","432","549","642","943","1,170","1,390","1,452","924","783","607","341","127","23","1","11,579","11,579","77","133","241","335","422","566","547","417","512","571","869","1,085","1,341","1,510","994","819","612","366","134","27","1"
"광주광역시 북구 삼각동(2917066600)","13,278","13,278","318","462","634","841","895","1,010","820","689","974","1,127","1,341","1,284","1,053","683","447","321","214","114","41","10","0","13,002","13,002","271","430","641","770","834","912","820","673","903","1,072","1,319","1,291","1,061","775","465","367","220","121","48","9","0","12,808","12,808","256","427","595","754","717","861","869","650","875","1,046","1,220","1,276","1,086","841","512","410","223","128","51","11","0"
"광주광역시 북구 일곡동(2917066900)","28,215","28,215","566","1,247","1,870","2,106","2,141","1,987","1,478","1,332","2,012","2,566","3,235","2,599","1,956","1,094","640","545","471","261","93","14","2","27,648","27,648","494","1,134","1,798","2,010","2,027","1,882","1,557","1,257","1,898","2,370","3,134","2,682","2,033","1,257","650","596","469","281","97","20","2","27,067","27,067","454","984","1,748","1,916","1,791","1,875","1,537","1,257","1,722","2,275","2,944","2,796","2,091","1,445","738","604","462","290","110","23","5"
"광주광역시 북구 매곡동(2917067300)","13,291","13,291","344","597","682","827","844","898","790","696","969","1,023","1,263","1,172","1,063","772","460","353","290","163","69","12","4","12,950","12,950","289","540","674","769","790","809","812","663","910","974","1,218","1,168","1,062","856","506","368","279","171","76","14","2","12,709","12,709","286","503","648","731","731","746","797","668","851","969","1,149","1,183","1,055","889","573","389","286","153","82","20","0"
"광주광역시 북구 오치1동(2917067600)","10,238","10,238","163","240","426","477","604","791","679","480","676","710","928","1,054","992","719","517","364","243","125","44","5","1","9,969","9,969","138","205","388","456","566","751","671","450","616","684","910","1,021","974","776","521","403","250","129","50","10","0","9,737","9,737","140","182","348","439","492","720","641","447","556","673","858","988","958","840","558","430","257","146","51","12","1"
"광주광역시 북구 오치2동(2917067700)","11,578","11,578","160","249","294","372","627","856","769","566","691","682","949","1,087","1,324","1,028","661","511","409","242","81","15","5","11,250","11,250","135","231","289","348","543","789","787","519","629","676","914","1,034","1,253","1,131","689","531","407","235","86","20","4","11,080","11,080","140","200","262","357","456","757","768","498","611","635","860","1,010","1,212","1,161","774","585","409","254","104","24","3"
"광주광역시 북구 석곡동(2917068500)","2,319","2,319","24","34","50","54","72","98","99","78","86","105","159","250","312","266","202","159","150","86","24","10","1","2,225","2,225","14","31","46","59","54","95","86","72","67","94","152","217","323","264","212","162","145","96","23","12","1","2,157","2,157","12","29","35","57","49","82","72","70","64","87","135","203","312","284","220","173","137","88","35","11","2"
"광주광역시 북구 건국동(2917069500)","21,080","21,080","929","1,251","1,363","1,169","1,130","1,179","1,332","1,528","2,019","1,822","1,891","1,542","1,359","898","641","416","342","181","76","8","4","22,481","22,481","991","1,277","1,456","1,242","1,175","1,245","1,543","1,567","2,071","1,933","2,022","1,756","1,435","1,023","689","440","332","193","74","14","3","22,398","22,398","925","1,187","1,450","1,288","1,109","1,225","1,572","1,506","1,961","1,916","2,034","1,786","1,458","1,142","723","486","323","198","88","19","2"
"광주광역시 북구 양산동(2917069600)","36,010","36,010","1,284","1,838","1,941","1,898","2,181","2,330","2,332","2,624","3,244","3,029","3,240","2,862","2,514","1,716","1,104","813","620","307","99","30","4","35,040","35,040","1,082","1,665","1,889","1,813","1,986","2,238","2,345","2,384","3,023","2,944","3,228","2,934","2,483","1,911","1,155","855","648","301","127","23","6","34,785","34,785","1,059","1,471","1,914","1,804","1,828","2,190","2,419","2,228","2,876","2,913","3,146","3,042","2,476","2,070","1,275","919","671","319","132","29","4"
"광주광역시 북구 신용동(2917069700)","28,946","28,946","1,285","2,269","2,245","1,780","1,446","1,474","1,850","2,393","3,538","2,927","2,363","1,842","1,353","891","543","347","214","126","51","6","3","31,813","31,813","1,349","2,209","2,407","1,974","1,595","1,689","2,224","2,496","3,588","3,169","2,835","2,232","1,527","1,057","610","425","227","128","62","9","1","31,550","31,550","1,293","1,978","2,381","2,068","1,464","1,643","2,357","2,343","3,290","3,261","2,811","2,312","1,582","1,207","666","435","254","134","53","16","2"
