"행정구역","2017년_거주자_총인구수","2017년_거주자_연령구간인구수","2017년_거주자_0~4세","2017년_거주자_5~9세","2017년_거주자_10~14세","2017년_거주자_15~19세","2017년_거주자_20~24세","2017년_거주자_25~29세","2017년_거주자_30~34세","2017년_거주자_35~39세","2017년_거주자_40~44세","2017년_거주자_45~49세","2017년_거주자_50~54세","2017년_거주자_55~59세","2017년_거주자_60~64세","2017년_거주자_65~69세","2017년_거주자_70~74세","2017년_거주자_75~79세","2017년_거주자_80~84세","2017년_거주자_85~89세","2017년_거주자_90~94세","2017년_거주자_95~99세","2017년_거주자_100세 이상","2018년_거주자_총인구수","2018년_거주자_연령구간인구수","2018년_거주자_0~4세","2018년_거주자_5~9세","2018년_거주자_10~14세","2018년_거주자_15~19세","2018년_거주자_20~24세","2018년_거주자_25~29세","2018년_거주자_30~34세","2018년_거주자_35~39세","2018년_거주자_40~44세","2018년_거주자_45~49세","2018년_거주자_50~54세","2018년_거주자_55~59세","2018년_거주자_60~64세","2018년_거주자_65~69세","2018년_거주자_70~74세","2018년_거주자_75~79세","2018년_거주자_80~84세","2018년_거주자_85~89세","2018년_거주자_90~94세","2018년_거주자_95~99세","2018년_거주자_100세 이상","2019년_거주자_총인구수","2019년_거주자_연령구간인구수","2019년_거주자_0~4세","2019년_거주자_5~9세","2019년_거주자_10~14세","2019년_거주자_15~19세","2019년_거주자_20~24세","2019년_거주자_25~29세","2019년_거주자_30~34세","2019년_거주자_35~39세","2019년_거주자_40~44세","2019년_거주자_45~49세","2019년_거주자_50~54세","2019년_거주자_55~59세","2019년_거주자_60~64세","2019년_거주자_65~69세","2019년_거주자_70~74세","2019년_거주자_75~79세","2019년_거주자_80~84세","2019년_거주자_85~89세","2019년_거주자_90~94세","2019년_거주자_95~99세","2019년_거주자_100세 이상"
"광주광역시 광산구 첨단1동(2920062400)","23,598","23,598","647","1,124","1,605","2,294","2,626","1,701","1,047","1,274","1,816","2,589","2,533","1,970","842","461","355","334","228","98","46","6","2","24,220","24,220","663","1,049","1,520","2,207","2,547","1,953","1,233","1,368","1,720","2,470","2,635","2,172","1,068","486","379","346","235","117","41","9","2","25,957","25,957","809","1,170","1,541","2,079","2,593","2,189","1,424","1,535","1,851","2,521","2,804","2,359","1,331","542","415","357","249","125","51","10","2"
"광주광역시 광산구 첨단2동(2920062600)","41,971","41,971","1,786","2,381","2,815","3,876","4,063","2,924","2,414","3,265","4,001","4,731","3,705","2,508","1,140","720","567","521","327","162","44","19","2","41,715","41,715","1,677","2,306","2,664","3,583","3,960","3,193","2,378","3,211","3,677","4,569","3,971","2,664","1,359","761","600","539","357","181","49","13","3","43,935","43,935","1,793","2,351","2,584","3,505","4,131","3,546","2,651","3,257","3,746","4,735","4,293","3,062","1,593","847","647","542","376","203","60","11","2"
"광주광역시 광산구 신가동(2920063000)","23,380","23,380","1,212","1,612","1,730","2,000","1,765","1,173","1,360","2,072","2,398","2,555","1,718","1,232","835","628","431","349","191","86","27","5","1","22,728","22,728","1,077","1,570","1,623","1,901","1,752","1,262","1,192","2,016","2,177","2,549","1,785","1,306","817","589","454","333","204","88","22","10","1","21,752","21,752","951","1,448","1,516","1,777","1,744","1,258","1,045","1,799","2,026","2,504","1,870","1,281","869","578","462","318","186","90","24","3","3"
"광주광역시 광산구 운남동(2920063500)","32,729","32,729","1,845","1,942","2,104","2,719","2,731","2,002","2,047","2,901","3,064","3,401","2,837","1,917","1,009","718","552","497","278","118","32","12","3","32,194","32,194","1,675","1,911","1,933","2,558","2,694","2,013","1,922","2,785","2,808","3,293","2,984","2,098","1,178","703","600","536","311","131","45","15","1","31,441","31,441","1,441","1,818","1,854","2,340","2,650","2,053","1,748","2,517","2,709","3,220","3,033","2,211","1,338","722","646","581","346","151","46","16","1"
"광주광역시 광산구 수완동(2920063700)","80,162","80,162","5,296","7,880","6,998","6,657","4,882","3,555","5,110","8,925","9,702","8,042","4,687","3,125","1,836","1,281","876","657","372","184","76","18","3","79,634","79,634","4,677","7,653","7,095","6,519","5,135","3,728","4,387","8,554","9,385","8,381","5,270","3,381","1,960","1,292","929","636","388","173","70","16","5","78,877","78,877","4,126","7,263","7,262","6,351","5,247","3,896","3,935","7,735","9,207","8,768","5,687","3,499","2,227","1,343","1,004","638","401","198","65","20","5"
"광주광역시 광산구 하남동(2920064000)","21,254","21,254","1,496","1,986","1,495","1,317","1,259","1,100","1,495","2,581","2,230","1,700","1,369","1,251","762","445","268","253","141","72","32","1","1","23,234","23,234","1,537","2,066","1,649","1,410","1,471","1,233","1,535","2,666","2,476","1,958","1,526","1,417","943","509","326","262","143","72","31","3","1","23,372","23,372","1,387","1,958","1,674","1,434","1,451","1,330","1,465","2,460","2,525","2,134","1,633","1,454","1,049","552","345","241","164","78","32","5","1"
"광주광역시 광산구 임곡동(2920065000)","2,189","2,189","25","37","49","96","94","89","63","66","86","127","179","253","201","182","178","211","143","73","24","11","2","2,128","2,128","23","28","41","85","97","83","61","59","72","116","178","232","226","182","180","195","159","77","24","8","2","2,106","2,106","29","28","55","69","87","94","65","58","64","116","155","224","242","177","173","189","153","93","27","7","1"
"광주광역시 광산구 동곡동(2920066000)","2,004","2,004","24","24","45","74","100","97","87","89","86","109","164","211","187","190","181","170","102","46","14","4","0","1,942","1,942","20","32","33","65","88","92","81","88","78","108","149","218","193","163","185","179","105","49","15","1","0","1,949","1,949","20","31","31","58","92","90","80","83","82","99","146","208","209","165","191","174","114","61","14","1","0"
"광주광역시 광산구 평동(2920067000)","4,037","4,037","76","76","76","104","207","236","237","251","235","271","278","407","389","323","288","285","174","90","30","4","0","4,040","4,040","71","63","75","110","196","252","220","234","228","261","326","386","404","316","299","272","192","86","43","6","0","4,031","4,031","86","61","73","80","201","249","220","236","225","264","325","355","400","342","304","267","195","94","46","8","0"
"광주광역시 광산구 삼도동(2920068000)","2,348","2,348","24","56","76","57","93","82","70","86","112","144","172","254","213","203","182","239","157","94","27","7","0","2,306","2,306","23","49","60","66","86","84","73","85","98","142","167","256","211","227","165","214","163","105","23","9","0","2,242","2,242","20","36","64","61","83","85","69","80","88","126","169","247","227","202","181","182","194","92","28","8","0"
"광주광역시 광산구 본량동(2920069000)","2,095","2,095","17","31","49","41","83","71","71","79","117","135","129","213","155","172","187","246","207","61","22","8","1","2,080","2,080","17","31","52","44","70","88","62","79","101","152","116","203","165","164","181","233","222","73","16","8","3","2,068","2,068","14","31","47","46","74","75","68","70","105","155","128","183","187","155","177","219","197","101","24","9","3"
"광주광역시 광산구 신창동(2920070000)","35,040","35,040","1,996","2,469","2,830","3,156","2,724","2,017","2,463","3,442","3,901","3,697","2,324","1,434","824","608","452","368","194","103","29","9","0","35,173","35,173","1,846","2,379","2,781","3,148","2,828","2,057","2,250","3,422","3,711","3,815","2,609","1,559","935","591","485","377","222","117","28","13","0","34,484","34,484","1,660","2,251","2,685","2,961","2,785","2,178","2,102","3,133","3,533","3,913","2,763","1,632","1,011","611","495","390","224","116","30","11","0"
