"행정구역","2020년_거주자_총인구수","2020년_거주자_연령구간인구수","2020년_거주자_0~4세","2020년_거주자_5~9세","2020년_거주자_10~14세","2020년_거주자_15~19세","2020년_거주자_20~24세","2020년_거주자_25~29세","2020년_거주자_30~34세","2020년_거주자_35~39세","2020년_거주자_40~44세","2020년_거주자_45~49세","2020년_거주자_50~54세","2020년_거주자_55~59세","2020년_거주자_60~64세","2020년_거주자_65~69세","2020년_거주자_70~74세","2020년_거주자_75~79세","2020년_거주자_80~84세","2020년_거주자_85~89세","2020년_거주자_90~94세","2020년_거주자_95~99세","2020년_거주자_100세 이상","2021년_거주자_총인구수","2021년_거주자_연령구간인구수","2021년_거주자_0~4세","2021년_거주자_5~9세","2021년_거주자_10~14세","2021년_거주자_15~19세","2021년_거주자_20~24세","2021년_거주자_25~29세","2021년_거주자_30~34세","2021년_거주자_35~39세","2021년_거주자_40~44세","2021년_거주자_45~49세","2021년_거주자_50~54세","2021년_거주자_55~59세","2021년_거주자_60~64세","2021년_거주자_65~69세","2021년_거주자_70~74세","2021년_거주자_75~79세","2021년_거주자_80~84세","2021년_거주자_85~89세","2021년_거주자_90~94세","2021년_거주자_95~99세","2021년_거주자_100세 이상","2022년_거주자_총인구수","2022년_거주자_연령구간인구수","2022년_거주자_0~4세","2022년_거주자_5~9세","2022년_거주자_10~14세","2022년_거주자_15~19세","2022년_거주자_20~24세","2022년_거주자_25~29세","2022년_거주자_30~34세","2022년_거주자_35~39세","2022년_거주자_40~44세","2022년_거주자_45~49세","2022년_거주자_50~54세","2022년_거주자_55~59세","2022년_거주자_60~64세","2022년_거주자_65~69세","2022년_거주자_70~74세","2022년_거주자_75~79세","2022년_거주자_80~84세","2022년_거주자_85~89세","2022년_거주자_90~94세","2022년_거주자_95~99세","2022년_거주자_100세 이상"
"광주광역시 광산구 첨단2동(2920062600)","43,842","43,842","1,585","2,253","2,568","3,156","4,067","3,899","2,779","3,129","3,677","4,434","4,436","3,188","1,905","904","675","498","379","223","68","14","5","43,195","43,195","1,423","2,168","2,520","2,885","3,925","3,940","2,853","2,912","3,570","4,172","4,494","3,323","2,152","986","656","497","430","207","64","16","2","42,463","42,463","1,258","1,947","2,419","2,797","3,713","3,989","3,029","2,633","3,452","3,906","4,523","3,483","2,301","1,093","654","505","447","225","74","14","1"
"광주광역시 광산구 신가동(2920063000)","19,054","19,054","758","1,347","1,394","1,524","1,540","1,159","930","1,467","1,811","2,170","1,830","1,053","724","428","395","254","167","70","27","4","2","18,403","18,403","671","1,306","1,348","1,401","1,474","1,152","894","1,365","1,740","2,038","1,839","1,088","760","449","347","260","173","64","28","5","1","19,420","19,420","730","1,285","1,411","1,492","1,478","1,201","1,004","1,321","1,852","2,062","2,075","1,283","832","492","360","249","191","74","22","6","0"
"광주광역시 광산구 운남동(2920063500)","31,565","31,565","1,243","1,729","1,877","2,105","2,627","2,145","1,689","2,362","2,738","3,105","3,130","2,381","1,600","854","723","617","376","191","55","15","3","30,815","30,815","1,037","1,626","1,814","1,923","2,448","2,173","1,735","2,087","2,672","2,916","3,135","2,494","1,721","952","766","607","421","212","61","12","3","30,095","30,095","917","1,465","1,765","1,876","2,214","2,172","1,729","1,836","2,607","2,814","3,098","2,575","1,810","1,043","760","627","458","238","77","11","3"
"광주광역시 광산구 수완동(2920063700)","78,057","78,057","3,505","6,787","7,462","6,192","5,542","3,950","3,705","6,861","9,096","8,977","6,099","3,604","2,487","1,411","1,067","634","390","186","78","22","2","77,344","77,344","2,979","6,400","7,481","6,197","5,611","4,083","3,588","6,064","8,898","8,865","6,687","3,903","2,642","1,505","1,083","659","390","201","81","23","4","75,784","75,784","2,483","5,642","7,376","6,391","5,447","4,188","3,489","5,113","8,563","8,810","7,166","4,103","2,797","1,633","1,144","704","446","192","77","16","4"
"광주광역시 광산구 하남동(2920064000)","23,336","23,336","1,169","1,879","1,747","1,410","1,511","1,450","1,344","2,219","2,592","2,168","1,753","1,425","1,133","646","367","222","180","83","33","4","1","26,220","26,220","1,261","1,861","1,904","1,541","1,745","1,758","1,658","2,208","2,849","2,487","2,168","1,706","1,358","729","420","248","186","80","41","11","1","26,575","26,575","1,149","1,719","1,847","1,620","1,737","1,916","1,796","2,065","2,826","2,545","2,257","1,797","1,425","797","458","273","202","93","36","16","1"
"광주광역시 광산구 임곡동(2920065000)","2,099","2,099","27","33","66","56","67","94","65","53","58","112","155","218","247","200","175","172","162","92","38","9","0","2,102","2,102","18","36","52","59","65","92","71","49","64","105","151","228","268","203","163","156","171","94","47","9","1","2,034","2,034","18","29","53","57","49","83","82","42","71","82","156","195","270","216","162","149","168","97","44","9","2"
"광주광역시 광산구 동곡동(2920066000)","1,905","1,905","17","25","32","51","77","98","69","68","84","92","134","178","235","174","188","173","113","72","23","2","0","1,832","1,832","15","28","34","35","64","84","76","62","77","86","130","168","241","172","180","159","121","76","20","4","0","1,751","1,751","9","23","26","36","51","79","70","50","73","93","114","163","222","183","180","155","132","69","19","3","1"
"광주광역시 광산구 평동(2920067000)","4,078","4,078","73","62","81","73","183","255","224","229","231","269","307","350","414","372","312","272","194","112","50","13","2","4,048","4,048","59","63","71","71","173","248","221","219","232","256","316","332","424","387","317","249","231","119","47","11","2","4,875","4,875","74","92","93","100","223","347","329","287","312","309","403","401","490","412","325","262","233","122","44","14","3"
"광주광역시 광산구 삼도동(2920068000)","2,224","2,224","14","36","62","52","80","91","68","85","87","114","152","233","243","203","206","168","191","98","33","8","0","2,191","2,191","9","36","68","53","67","97","77","67","93","103","151","213","254","207","190","168","197","97","38","5","1","2,162","2,162","12","29","60","68","58","73","72","60","98","98","154","200","267","209","194","160","197","99","50","2","2"
"광주광역시 광산구 본량동(2920069000)","2,033","2,033","11","23","43","47","69","85","59","64","90","137","135","176","207","160","179","199","195","115","29","8","2","2,003","2,003","12","21","40","49","58","82","60","68","86","119","155","163","228","165","169","176","194","112","38","7","1","1,924","1,924","8","17","35","47","45","70","57","58","69","120","152","158","223","171","171","164","193","126","33","7","0"
"광주광역시 광산구 신창동(2920070000)","35,195","35,195","1,565","2,186","2,707","2,832","2,985","2,313","2,085","2,979","3,662","3,938","3,044","1,792","1,117","682","515","378","240","125","39","9","2","34,902","34,902","1,400","2,095","2,638","2,686","2,961","2,422","2,053","2,749","3,505","3,816","3,281","1,967","1,251","691","559","394","245","139","38","8","4","34,114","34,114","1,223","1,948","2,434","2,744","2,795","2,366","2,066","2,417","3,417","3,656","3,406","2,109","1,347","741","560","389","298","143","48","5","2"
